BOD 	LFBD 	Bordeaux - Mérignac Airport 	Bordeaux / Mérignac; France
BOE 	FCOB 	Boundji Airport 	Boundji; Republic of the Congo
BOF 	KBOF 	Bolling Air Force Base 	Washington; D.C.; United States
BOG 	SKBO 	El Dorado International Airport 	Bogotá; Colombia
BOH 	EGHH 	Bournemouth Airport (formerly Hurn Airport) 	Bournemouth; England; United Kingdom
BOI 	KBOI 	Boise Air Terminal (Gowen Field) 	Boise; Idaho; United States
BOJ 	LBBG 	Burgas Airport 	Burgas; Bulgaria
BOK 	KBOK 	Brookings Airport 	Brookings; Oregon; United States
BOL 	EGQB 	Bally Kelly Airport 	Bally Kelly; Northern Ireland; United Kingdom
BOM 	VABB 	Chhatrapati Shivaji International Airport 	Mumbai; India
BON 	TNCB 	Flamingo International Airport 	near Kralendijk; Bonaire; Caribbean Netherlands
BOO 	ENBO 	Bodø Airport 	Bodø; Norway
BOP 	FEFO 	Bouar Airport 	Bouar; Central African Republic
BOQ 		Boku Airport 	Boku; Papua New Guinea
BOR 	LFSQ 	Belfort - Fontaine Airport 	Belfort; France
BOS 	KBOS 	Logan International Airport 	Boston; Massachusetts; United States
BOT 		Boset Airport 	Boset; Papua New Guinea
BOU 	LFLD 	Bourges Airport 	Bourges; France
BOV 		Boang Airport 	Boang; Papua New Guinea
BOW 	KBOW 	Bartow Municipal Airport 	Bartow; Florida; United States
BOX 	YBRL 	Borroloola Airport 	Borroloola; Northern Territory; Australia
BOY 	DFOO 	Bobo Dioulasso Airport 	Bobo-Dioulasso; Burkina Faso
BOZ 	FEGZ 	Bozoum Airport 	Bozoum; Central African Republic
-BP-
BPB 		Boridi Airport 	Boridi; Papua New Guinea
BPC 	FKKV 	Bamenda Airport 	Bamenda; Cameroon
BPD 		Bapi Airport 	Bapi; Papua New Guinea
BPE 	VYBG 	Bagan Airport 	Bagan; Myanmar (Burma)
BPF 	AGBT 	Batuna Airport 	Batuna; Solomon Islands
BPG 	SBBW 	Barra do Garças Airport 	Barra do Garças; Mato Grosso; Brazil
BPH 	RPMF 	Bislig Airport 	Bislig City; Surigao del Sur; Philippines
BPI 	KBPI 	Big Piney-Marbleton Airport 	Big Piney; Wyoming; United States
BPK 		Biangabip Airport 	Biangabip; Papua New Guinea
BPL 	ZWBL 	Bole Alashankou Airport 	Bole; Xinjiang; China
BPN 	WALL 	Sepinggan International Airport 	Balikpapan; Indonesia
BPR 	RPVW 	Borongan Airport 	Borongan; Eastern Samar; Philippines
BPS 	SBPS 	Porto Seguro Airport 	Porto Seguro; Brazil
BPT 	KBPT 	Southeast Texas Regional Airport 	Beaumont/Port Arthur; Texas; United States
BPU 		Beppu Airport 	Beppu; Kyūshū; Japan
BPX 	ZUBD 	Qamdo Bangda Airport 	Qamdo Prefecture; Tibet Autonomous Region; China
BPY 	FMNQ 	Besalampy Airport 	Besalampy; Madagascar
-BQ-
BQA 	RPUR 	Baler Airport 	Baler; Aurora; Philippines
BQB 	YBLN 	Busselton Regional Airport 	Busselton; Western Australia; Australia
BQD 	BIBR 	Búðardalur Airport 	Búðardalur; Iceland
BQE 	GGBU 	Bubaque Airport 	Bubaque; Guinea-Bissau
BQH 	EGKB 	London Biggin Hill Airport 	Biggin Hill / London; England; United Kingdom
BQK 	KBQK 	Brunswick Golden Isles Airport 	Brunswick; Georgia; United States
BQL 	YBOU 	Boulia Airport 	Boulia; Queensland; Australia
BQN 	TJBQ 	Rafael Hernández Airport 	Aguadilla; Puerto Rico
BQO 	DIBN 	Bouna Airport 	Bouna; Côte d'Ivoire
BQQ 	SNBX 	Barra Airport 	Barra; Bahia; Brazil
BQS 	UHBB 	Ignatyevo Airport 	Blagoveshchensk; Amur Oblast; Russia
BQT 	UMBB 	Brest Airport 	Brest; Belarus
BQU 	TVSB 	J.F. Mitchell Airport 	Bequia; Saint Vincent and the Grenadines
BQV 		Bartlett Cove Seaplane Base 	Bartlett Cove; Alaska; United States
BQW 	YBGO 	Balgo Hill Airport 	Balgo Hill; Western Australia; Australia
-BR-
BRA 	SNBR 	Barreiras Airport 	Barreiras; Bahia; Brazil
BRB 	SBRR 	Barreirinhas Airport 	Barreirinhas; Maranhão; Brazil
BRC 	SAZS 	San Carlos de Bariloche International Airport 	San Carlos de Bariloche; Río Negro Province; Argentina
BRD 	KBRD 	Brainerd Lakes Regional Airport 	Brainerd; Minnesota; United States
BRE 	EDDW 	Bremen Airport 	Bremen; Germany
BRH 		Brahman Airport 	Brahman; Papua New Guinea
BRI 	LIBD 	Bari Palese Airport 	Bari; Italy
BRJ 		Bright Airport 	Bright; Victoria; Australia
BRK 	YBKE 	Bourke Airport 	Bourke; New South Wales; Australia
BRL 	KBRL 	Southeast Iowa Regional Airport 	Burlington; Iowa; United States
BRM 	SVBM 	Jacinto Lara International Airport 	Barquisimeto; Venezuela
BRN 	LSZB 	Belp Airport 	Bern; Switzerland
BRO 	KBRO 	Brownsville/South Padre Island International Airport 	Brownsville; Texas; United States
BRP 		Biaru Airport 	Biaru; Papua New Guinea
BRQ 	LKTB 	Brno-Turany Airport 	Brno; Czech Republic
BRR 	EGPR 	Barra Airport (Northbay Airport) 	Barra; Scotland; United Kingdom
BRS 	EGGD 	Bristol Airport 	Bristol; England; United Kingdom
BRT 	YBTI 	Bathurst Island Airport 	Bathurst Island; Northern Territory; Australia
BRU 	EBBR 	Brussels Airport (Zaventem Airport) 	Brussels; Belgium
BRV 	EDWB 	Bremerhaven Airport 	Bremerhaven; Bremen; Germany
BRW 	PABR 	Wiley Post–Will Rogers Memorial Airport 	Barrow; Alaska; United States
BRX 	MDBH 	Maria Montez International Airport 	Barahona; Dominican Republic
BRY 	KBRY 	Samuels Field 	Bardstown; Kentucky; United States
BRZ 		Borotou Airport 	Borotou; Côte d'Ivoire
-BS-
BSA 	HCMF 	Bender Qassim International Airport 	Boosaaso; Somalia
BSB 	SBBR 	Brasília International Airport 	Brasília; Distrito Federal; Brazil
BSC 	SKBS 	José Celestino Mutis Airport 	Bahía Solano; Colombia
BSD 	ZPBS 	Baoshan Airport 	Baoshan; Yunnan; China
BSE 	WBGN 	Sematan Airport 	Sematan; Sarawak; Malaysia
BSF 	PHSF 	Bradshaw Army Airfield 	Camp Pohakuloa; Hawaii; United States
BSG 	FGBT 	Bata Airport 	Bata; Equatorial Guinea
BSJ 	YBNS 	Bairnsdale Airport 	Bairnsdale; Victoria; Australia
BSK 	DAUB 	Biskra Airport 	Biskra; Algeria
BSL 	LFSB 	EuroAirport Basel-Mulhouse-Freiburg 	Basel; Switzerland
BSN 	FEFS 	Bossangoa Airport 	Bossangoa; Central African Republic
BSO 	RPUO 	Basco Airport 	Basco; Batanes; Philippines
BSP 		Bensbach Airport 	Bensbach; Papua New Guinea
BSQ 		Bisbee Municipal Airport (FAA: P04) 	Bisbee; Arizona; United States
BSR 	ORMM 	Basrah International Airport 	Basrah; Iraq
BSS 	SNBS 	Balsas Airport 	Balsas; Maranhão; Brazil
BST 	OABT 	Bost Airport 	Lashkar Gah (Bost); Afghanistan
BSU 	FZEN 	Basankusu Airport 	Basankusu; Democratic Republic of the Congo
BSW 		Boswell Bay Airport (FAA: AK97) 	Boswell Bay; Alaska; United States
BSX 	VYPN 	Bassein Airport 	Bassein; Myanmar (Burma)
BSY 	HCMD 	Bardera Airport 	Bardera; Somalia
-BT-
BTA 	FKKO 	Bertoua Airport 	Bertoua; Cameroon
BTB 	FCOT 	Betou Airport 	Betou; Republic of the Congo
BTC 	VCCB 	Batticaloa Airport 	Batticaloa; Sri Lanka
BTD 		Brunette Downs Airport 	Brunette Downs; Northern Territory; Australia
BTE 	GFBN 	Sherbro International Airport 	Bonthe; Sierra Leone
BTF 	KBTF 	Skypark Airport 	Bountiful; Utah; United States
BTG 	FEGF 	Batangafo Airport 	Batangafo; Central African Republic
BTH 	WIDD 	Hang Nadim Airport 	Batam; Riau Islands; Sumatra; Indonesia
BTI 	PABA 	Barter Island LRRS Airport 	Barter Island; Alaska; United States
BTJ 	WITT 	Sultan Iskandarmuda Airport 	Banda Aceh; Indonesia
BTK 	UIBB 	Bratsk Airport 	Bratsk; Irkutsk Oblast; Russia
BTL 	KBTL 	W. K. Kellogg Airport 	Battle Creek; Michigan; United States
BTM 	KBTM 	Bert Mooney Airport 	Butte; Montana; United States
BTN 	KBBP 	Marlboro County Jetport (FAA: BBP) 	Bennettsville; South Carolina; United States
BTO 		Botopasi Airport 	Botopasi; Suriname
BTP 	KBTP 	Butler County Airport (K.W. Scholter Field) 	Butler; Pennsylvania; United States
BTQ 	HRYI 	Butare Airport 	Butare; Rwanda
BTR 	KBTR 	Baton Rouge Metropolitan Airport (Ryan Field) 	Baton Rouge; Louisiana; United States
BTS 	LZIB 	M. R. Štefánik Airport 	Bratislava; Slovakia
BTT 	PABT 	Bettles Airport 	Bettles; Alaska; United States
BTU 	WBGB 	Bintulu Airport 	Bintulu; Malaysia
BTV 	KBTV 	Burlington International Airport 	Burlington; Vermont; United States
BTW 	WAOC 	Batu Licin Airport 	Batu Licin; Kalimantan; Indonesia
BTX 	YBEO 	Betoota Airport 	Betoota; Queensland; Australia
BTY 	KBTY 	Beatty Airport 	Beatty; Nevada; United States
BTZ 	LTBE 	Bursa Airport 	Bursa; Turkey
-BU-
BUA 	AYBK 	Buka Island Airport 	Buka Island; Papua New Guinea
BUB 	KBUB 	Cram Field 	Burwell; Nebraska; United States
BUC 	YBKT 	Burketown Airport 	Burketown; Queensland; Australia
BUD 	LHBP 	Budapest Ferihegy International Airport 	Budapest; Hungary
BUE 		All Airports 	Buenos Aires; Argentina
BUF 	KBUF 	Buffalo Niagara International Airport 	Buffalo; New York; United States
BUG 	FNBG 	Benguela Airport (Gen. V. Deslandes Airport) 	Benguela; Angola
BUH 		All Airports 	Bucharest; Romania
BUI 	WAJB 	Bokondini Airport 	Bokondini; Indonesia
BUJ 	DAAD 	Ain Eddis Airport 	Bou Saada; M'Sila; Algeria
BUK 		Albuq Airport 	Albuq; Yemen
BUL 		Bulolo Airport 	Bulolo; Papua New Guinea
BUM 	KBUM 	Butler Memorial Airport 	Butler; Missouri; United States
BUN 	SKBU 	Gerardo Tobar López Airport 	Buenaventura; Valle del Cauca; Colombia
BUO 	HCMV 	Burao Airport 	Burao; Somalia
BUP 	VIBT 	Bhisiana Air Force Base 	Bhatinda; India
BUQ 	FVBU 	Joshua Mqabuko Nkomo International Airport 	Bulawayo; Zimbabwe
BUR 	KBUR 	Bob Hope Airport 	Burbank; California; United States
BUS 	UGSB 	Batumi Airport (Chorokh Airport) 	Batumi; Georgia
BUT 	EGOB 	Burtonwood Airport (former RAF Burtonwood) 	Burtonwood; England; United Kingdom
BUU 		Buyo Airport 	Buyo; Côte d'Ivoire
BUV 	SUBU 	Bella Unión Airport 	Bella Unión; Artigas; Uruguay
BUW 	WAWB 	Baubau Airport (Betoambari Airport) 	Bau-Bau; Buton; Indonesia
BUX 	FZKA 	Bunia Airport 	Bunia; Ituri; Democratic Republic of the Congo
BUY 	YBUN 	Bunbury Airport 	Bunbury; Western Australia; Australia
BUZ 	OIBB 	Bushehr Airport 	Bushehr; Iran
-BV-
BVA 	LFOB 	Paris Beauvais Tillé Airport 	Beauvais; France
BVB 	SBBV 	Boa Vista International Airport 	Boa Vista; Roraima; Brazil
BVC 	GVBA 	Rabil Airport 	Boa Vista; Cape Verde
BVE 	LFSL 	Brive – Souillac Airport 	Brive-la-Gaillarde; France
BVF 	NFNU 	Dama Airport 	Bua; Fiji
BVG 	ENBV 	Berlevåg Airport 	Berlevåg; Norway
BVH 	SBVH 	Vilhena Airport 	Vilhena; Rondônia; Brazil
BVI 	YBDV 	Birdsville Airport 	Birdsville; Queensland; Australia
BVK 	SLHJ 	Huacaraje Airport 	Huacaraje; Bolivia
BVL 	SLBU 	Baures Airport 	Baures; Bolivia
BVM 	SNBL 	Belmonte Airport 	Belmonte; Bahia; Brazil
BVO 	KBVO 	Bartlesville Municipal Airport 	Bartlesville; Oklahoma; United States
BVP 		Bolovip Airport 	Bolovip; Papua New Guinea
BVR 	GVBR 	Esparadinha Airport 	Esparadinha; Brava Island; Cape Verde
BVS 	SNVS 	Breves Airport 	Breves; Pará; Brazil
BVU 	PABG 	Beluga Airport (FAA: BLG) 	Beluga; Alaska; United States
BVW 		Batavia Downs Airport 	Batavia Downs; Queensland; Australia
BVX 	KBVX 	Batesville Regional Airport 	Batesville; Arkansas; United States
BVY 	KBVY 	Beverly Municipal Airport 	Beverly; Massachusetts; United States
BVZ 	YBYS 	Beverley Springs Airport 	Beverley Springs; Western Australia; Australia
-BW-
BWA 	VNBW 	Bhairawa Airport 	Bhairawa; Nepal
BWB 	YBWX 	Barrow Island Airport 	Barrow Island; Western Australia; Australia
BWC 	KBWC 	Brawley Municipal Airport 	Brawley; California; United States
BWD 	KBWD 	Brownwood Regional Airport 	Brownwood; Texas; United States
BWE 	EDVE 	Braunschweig-Wolfsburg Regional Airport 	Braunschweig; Lower Saxony; Germany
BWF 	EGNL 	Barrow/Walney Island Airfield 	Barrow-in-Furness; Cumbria; England; United Kingdom
BWG 	KBWG 	Bowling Green-Warren County Regional Airport 	Bowling Green; Kentucky; United States
BWH 	WMKB 	RMAF Butterworth 	Butterworth; Penang; Malaysia
BWI 	KBWI 	Baltimore/Washington International Thurgood Marshall Airport 	between Baltimore; Maryland and Washington; D.C.; United States
BWJ 		Bawan Airport 	Bawan; Papua New Guinea
BWK 	LDSB 	Bol Airport 	Bol; Croatia
BWL 		Earl Henry Airport (FAA: 6OK6) 	Blackwell; Oklahoma; United States
BWM 	KBPP 	Bowman Municipal Airport (FAA: BPP) 	Bowman; North Dakota; United States
BWN 	WBSB 	Brunei International Airport 	Bandar Seri Begawan; Brunei
BWO 	UWSB 	Balakovo Airport 	Balakovo; Saratov Oblast; Russia
BWP 		Bewani Airport 	Bewani; Papua New Guinea
BWQ 	YBRW 	Brewarrina Airport 	Brewarrina; New South Wales; Australia
BWS 		Blaine Municipal Airport (FAA: 4W6) 	Blaine; Washington; United States
BWT 	YWYY 	Burnie Airport 	Burnie; Tasmania; Australia
BWU 	YSBK 	Bankstown Airport 	Bankstown (near Sydney); New South Wales; Australia
-BX-
BXA 	KBXA 	George R. Carr Memorial Air Field 	Bogalusa; Louisiana; United States
BXB 	WASO 	Babo Airport 	Babo; Western New Guinea; Indonesia
BXD 	WAKE 	Bade Airport 	Bade; Indonesia
BXE 	GOTB 	Bakel Airport 	Bakel; Senegal
BXG 	YBDG 	Bendigo Airport 	Bendigo; Victoria; Australia
BXH 	UAAH 	Balkhash Airport 	Balkhash; Kazakhstan
BXI 	DIBI 	Boundiali Airport 	Boundiali; Côte d'Ivoire
BXJ 		Almaty-Burundai Airport 	Almaty; Kazakhstan
BXK 	KBXK 	Buckeye Municipal Airport 	Buckeye; Arizona; United States
BXL 		Nanuya Lailai Airport 	Nanuya Lailai; Fiji
BXM 		Batom Airport 	Batom; Indonesia
BXN 	LTBV 	Bodrum-Imsik Airport 	Bodrum; Turkey
BXO 	LSZC 	Buochs Airport 	Buochs; Switzerland
BXR 	OIKM 	Bam Airport 	Bam; Iran
BXS 		Borrego Valley Airport (FAA: L08) 	Borrego Springs; California; United States
BXT 	WRLC 	Bontang Airport 	Bontang; Indonesia
BXU 	RPME 	Butuan Airport 	Butuan City; Philippines
BXV 	BIBV 	Breiðdalsvík Airport 	Breiðdalsvík; Iceland
BXX 		Borama Airport 	Borama; Somalia
BXZ 		Bunsil Airport 	Bunsil; Papua New Guinea
-BY-
BYA 		Boundary Airport 	Boundary; Alaska; United States
BYB 		Dibba Airport 	Dibba; Oman
BYC 	SLYA 	Yacuiba Airport 	Yacuiba; Bolivia
BYD 		Beidah Airport 	Beidah; Yemen
BYG 	KBYG 	Johnson County Airport 	Buffalo; Wyoming; United States
BYH 	KBYH 	Arkansas International Airport 	Blytheville; Arkansas; United States
BYI 	KBYI 	Burley Municipal Airport 	Burley; Idaho; United States
BYJ 	LPBJ 	Beja Airport 	Beja; Portugal
BYK 	DIBK 	Bouaké Airport 	Bouaké; Côte d'Ivoire
BYL 		Bella Yella Airport 	Bella Yella; Liberia
BYM 	MUBY 	Carlos Manuel de Céspedes Airport 	Bayamo; Cuba
BYN 	ZMBH 	Bayankhongor Airport 	Bayankhongor; Mongolia
BYP 		Barimunya Airport 	Barimunya; Western Australia; Australia
BYQ 	WALV 	Bunyu Airport 	Bunyu; Kalimantan (Borneo); Indonesia
BYR 	EKLS 	Læsø Airport 	Læsø; Denmark
BYS 	KBYS 	Bicycle Lake Army Airfield (Fort Irwin) 	Barstow; California; United States
BYT 	EIBN 	Bantry Airport 	Bantry; County Cork; Ireland
BYU 	EDQD 	Bindlacher Berg Airport 	Bayreuth; Bavaria; Germany
BYW 		Blakely Island Airport (FAA: 38WA) 	Blakely Island; Washington; United States
BYX 		Baniyala Airport 	Baniyala; Northern Territory; Australia
-BZ-
BZA 	MNBZ 	Bonanza Airport 	Bonanza; RAAN; Nicaragua
BZB 		Bazaruto Island Airport 	Bazaruto Island; Mozambique
BZC 	SBBZ 	Umberto Modiano Airport 	Búzios; Rio de Janeiro; Brazil
BZD 	YBRN 	Balranald Airport 	Balranald; New South Wales; Australia
BZE 	MZBZ 	Philip S. W. Goldson International Airport 	Ladyville (near Belize City); Belize
BZG 	EPBY 	Bydgoszcz Ignacy Jan Paderewski Airport 	Bydgoszcz; Poland
BZI 	LTBF 	Balıkesir Airport (Merkez Airport) 	Balıkesir; Turkey
BZK 	UUBP 	Briansk Airport 	Bryansk; Russia
BZL 	VGBR 	Barisal Airport 	Barisal; Bangladesh
BZN 	KBZN 	Gallatin Field Airport 	Bozeman; Montana; United States
BZO 	LIPB 	Bolzano Airport 	Bolzano; Italy
BZP 		Bizant Airport 	Bizant; Queensland; Australia
BZR 	LFMU 	Béziers Vias Airport 	Béziers; France
BZU 	FZKJ 	Buta Zega Airport 	Buta Zega; Democratic Republic of the Congo
BZV 	FCBB 	Maya Maya Airport 	Brazzaville; Republic of the Congo
BZY 	LUBL 	Bălţi International Airport 	Bălţi; Moldova
BZZ 	EGVN 	RAF Brize Norton 	Oxfordshire; England; United Kingdom
CAA 	MHCA 	Catacamas Airport 	Catacamas; Honduras
CAB 	FNCA 	Cabinda Airport 	Cabinda; Angola
CAC 	SBCA 	Cascavel Airport 	Cascavel; Paraná; Brazil
CAD 	KCAD 	Wexford County Airport 	Cadillac; Michigan; United States
CAE 	KCAE 	Columbia Metropolitan Airport 	West Columbia (near Columbia); South Carolina; United States
CAF 	SWCA 	Carauari Airport 	Carauari; Amazonas; Brazil
CAG 	LIEE 	Cagliari Airport 	Cagliari; Italy
CAH 	VVCM 	Ca Mau Airport 	Ca Mau; Vietnam
CAI 	HECA 	Cairo International Airport 	Cairo; Egypt
CAJ 	SVCN 	Canaima Airport 	Canaima; Venezuela
CAK 	KCAK 	Akron-Canton Regional Airport 	Akron / Canton; Ohio; United States
CAL 	EGEC 	Campbeltown Airport (RAF Machrihanish) 	Campbeltown; Scotland; United Kingdom
CAM 	SLCA 	Camiri Airport 	Camiri; Bolivia
CAN 	ZGGG 	Guangzhou Baiyun International Airport 	Guangzhou; Guangdong; China
CAO 	KCAO 	Clayton Municipal Airpark 	Clayton; New Mexico; United States
CAP 	MTCH 	Cap-Haïtien International Airport 	Cap-Haïtien; Haiti
CAQ 	SKCU 	Caucasia Airport 	Caucasia; Antioquia; Colombia
CAR 	KCAR 	Caribou Municipal Airport 	Caribou; Maine; United States
CAS 	GMMC 	Anfa Airport 	Casablanca; Morocco
CAT 	MYCB 	New Bight Airport 	Cat Island; Bahamas
CAU 	SNRU 	Oscar Laranjeias Airport 	Caruaru; Pernambuco; Brazil
CAV 	FNCZ 	Cazombo Airport 	Cazombo; Angola
CAW 	SBCP 	Bartolomeu Lisandro Airport 	Campos dos Goitacazes; Rio de Janeiro; Brazil
CAX 	EGNC 	Carlisle Lake District Airport 	Carlisle; England; United Kingdom
CAY 	SOCA 	Cayenne-Rochambeau Airport 	Cayenne; French Guiana
CAZ 	YCBA 	Cobar Airport 	Cobar; New South Wales; Australia
-CB-
CBB 	SLCB 	Jorge Wilstermann International Airport 	Cochabamba; Bolivia
CBC 		Cherrabun Airport 	Cherrabun; Western Australia; Australia
CBD 	VOCX 	Car Nicobar Air Force Base 	Car Nicobar; India
CBE 	KCBE 	Greater Cumberland Regional Airport 	Cumberland; Maryland; United States
CBF 	KCBF 	Council Bluffs Municipal Airport 	Council Bluffs; Iowa; United States
CBG 	EGSC 	Cambridge Airport 	Cambridge; England; United Kingdom
CBH 	DAOR 	Boudghene Ben Ali Lotfi Airport 	Béchar; Algeria
CBI 		Cape Barren Island Airport 	Cape Barren Island; Tasmania; Australia
CBJ 	MDCR 	Cabo Rojo Airport 	Pedernales; Dominican Republic
CBK 	KCBK 	Colby Municipal Airport (Shalz Field) 	Colby; Kansas; United States
CBL 	SVCB 	Tomás de Heres Airport 	Ciudad Bolívar; Venezuela
CBM 	KCBM 	Columbus Air Force Base 	Columbus; Mississippi; United States
CBN 	WICD 	Penggung Airport 	Cirebon; Java; Indonesia
CBO 	RPMC 	Awang Airport 	Cotabato City; Philippines
CBP 	LPCO 	Coimbra Airport (Aeródromo Municipal Bissaya Barreto) 	Coimbra; Portugal
CBQ 	DNCA 	Calabar Airport 	Calabar; Nigeria
CBR 	YSCB 	Canberra International Airport 	Canberra; Australia
CBS 	SVON 	Oro Negro Airport 	Cabimas; Venezuela
CBT 	FNCT 	Catumbela Airport 	Catumbela; Angola
CBU 	EDCD 	Cottbus-Drewitz Airport 	Cottbus; Brandenburg; Germany
CBV 	MGCB 	Cobán Airport 	Cobán; Alta Verapaz; Guatemala
CBW 	SSKM 	Campo Mourão Airport 	Campo Mourão; Paraná; Brazil
CBX 	YCDO 	Condobolin Airport 	Condobolin; New South Wales; Australia
CBY 		Canobie Airport 	Canobie; Queensland; Australia
-CC-
CCB 	KCCB 	Cable Airport 	Upland; California; United States
CCC 	MUOC 	Jardines del Rey Airport 	Cayo Coco; Cuba
CCD 		Century City Heliport (FAA: 84CL) 	Los Angeles; California; United States
CCE 	TFFG 	L'Espérance Airport (Grand Case Airport) 	Saint Martin; Guadeloupe
CCF 	LFMK 	Carcassonne Salvaza Airport 	Carcassonne; France
CCG 		Crane County Airport (FAA: E13) 	Crane; Texas; United States
CCH 	SCCC 	Chile Chico Airport 	Chile Chico; Aisén Region; Chile
CCI 	SSCK 	Concórdia Airport 	Concórdia; Amazonas; Brazil
CCJ 	VOCL 	Calicut Airport 	Kozhikode (Calicut); India
CCK 		Cocos Islands Airport 	Cocos Islands; Australia
CCL 	YCCA 	Chinchilla Airport 	Chinchilla; Queensland; Australia
CCM 	SBCM 	Forquilhinha Airport 	Criciúma; Santa Catarina; Brazil
CCN 	OACC 	Chaghcharan Airport 	Chaghcharan; Afghanistan
CCO 	SKCI 	Carimagua Airport 	Puerto López; Meta; Colombia
CCP 	SCIE 	Carriel Sur International Airport 	Concepción; Biobío Region; Chile
CCQ 		Cachoeira Airport 	Cachoeira; Bahia; Brazil
CCR 	KCCR 	Buchanan Field 	Concord; California; United States
CCS 	SVMI 	Simón Bolívar International Airport 	Maiquetia (near Caracas); Venezuela
CCT 		Colonia Catriel Airport 	Colonia Catriel; Río Negro; Argentina
CCU 	VECC 	Netaji Subhash Chandra Bose International Airport 	Dum Dum (near Kolkata); India
CCV 	NVSF 	Craig Cove Airport 	Craig Cove; Ambrym Island; Malampa; Vanuatu
CCW 	YCWL 	Cowell Airport 	Cowell; South Australia; Australia
CCX 	SWKC 	Cáceres Airport 	Cáceres; Minas Gerais; Brazil
CCY 	KCCY 	Northeast Iowa Regional Airport 	Charles City; Iowa; United States
CCZ 	MYBC 	Chub Cay International Airport 	Chub Cay; Berry Islands; Bahamas
-CD-
CDA 	YCOO 	Cooinda Airport 	Cooinda; Northern Territory; Australia
CDB 	PACD 	Cold Bay Airport 	Cold Bay; Alaska; United States
CDC 	KCDC 	Cedar City Regional Airport 	Cedar City; Utah; United States
CDD 		Cauquira Airport 	Cauquira; Honduras
CDE 	PACE 	Cape Decision Coast Guard Heliport 	Cape Decision; Alaska; United States
CDF 		Fiames Airport 	Cortina d'Ampezzo; Italy
CDG 	LFPG 	Paris-Charles de Gaulle Airport (Roissy Airport) 	Paris; France
CDH 	KCDH 	Harrell Field 	Camden; Arkansas; United States
CDI 		Cachoeiro de Itapemirim Airport 	Cachoeiro de Itapemirim; Brazil
CDJ 	SBAA 	Conceição do Araguaia Airport 	Conceição do Araguaia; Pará; Brazil
CDK 	KCDK 	George T. Lewis Airport 	Cedar Key; Florida; United States
CDL 		Candle 2 Airport (FAA: AK75) 	Candle; Alaska; United States
CDN 	KCDN 	Woodward Field 	Camden; South Carolina; United States
CDO 	FACD 	Cradock Airport 	Cradock; Eastern Cape; South Africa
CDP 	VOCP 	Cuddapah Airport 	Cuddapah; India
CDQ 	YCRY 	Croydon Airport 	Croydon; Queensland; Australia
CDR 	KCDR 	Chadron Municipal Airport 	Chadron; Nebraska; United States
CDS 	KCDS 	Childress Municipal Airport 	Childress; Texas; United States
CDT 	LECS 	Castellón Airport 	Castellón de la Plana; Comunidad Valenciana; Spain
CDU 	YSCN 	Camden Airport 	Camden; New South Wales; Australia
CDV 	PACV 	Merle K. (Mudhole) Smith Airport 	Cordova; Alaska; United States
CDW 	KCDW 	Essex County Airport 	Caldwell; New Jersey; United States
CDY 	RPMU 	Cagayan de Tawi-Tawi Airport 	Mapun; Tawi-Tawi; Philippines
-CE-
CEA 	KCEA 	Cessna Aircraft Field 	Wichita; Kansas; United States
CEB 	RPVM 	Mactan-Cebu International Airport 	Lapu-Lapu City; Philippines
CEC 	KCEC 	Jack McNamara Field 	Crescent City; California; United States
CED 	YCDU 	Ceduna Airport 	Ceduna; South Australia; Australia
CEE 	ULWC 	Cherepovets Airport 	Cherepovets; Vologda Oblast; Russia
CEF 	KCEF 	Westover ARB/Westover Metropolitan Airport 	Springfield/Chicopee; Massachusetts; United States
CEG 	EGNR 	Hawarden Airport (Chester Airport) 	Chester; England; United Kingdom
CEH 	FWCD 	Chelinda Airport 	Chelinda; Malawi
CEI 	VTCT 	Chiang Rai International Airport 	Chiang Rai; Thailand
CEJ 	UKKL 	Chernihiv Shestovitsa Airport 	Chernihiv; Ukraine
CEK 	USCC 	Chelyabinsk Balandino Airport 	Chelyabinsk; Russia
CEL 	MYEC 	Cape Eleuthera Airport 	Cape Eleuthera; Eleuthera; Bahamas
CEM 	PARL 	Central Airport 	Central; Alaska; United States
CEN 	MMCN 	Ciudad Obregón International Airport 	Ciudad Obregón; Sonora; Mexico
CEO 	FNWK 	Waco Kungo Airport 	Waco Kungo; Angola
CEP 	SLCP 	Concepción Airport 	Concepción; Santa Cruz; Bolivia
CEQ 	LFMD 	Cannes - Mandelieu Airport 	Cannes; France
CER 	LFRC 	Cherbourg - Maupertus Airport 	Cherbourg; France
CES 	YCNK 	Cessnock Airport 	Cessnock; New South Wales; Australia
CET 	LFOU 	Cholet Le Pontreau Airport 	Cholet; France
CEU 	KCEU 	Oconee County Regional Airport 	Clemson; South Carolina; United States
CEV 	KCEV 	Mettel Field 	Connersville; Indiana; United States
CEW 	KCEW 	Bob Sikes Airport 	Crestview; Florida; United States
CEX 		Chena Hot Springs Airport (FAA: AK13) 	Chena Hot Springs; Alaska; United States
CEY 	KCEY 	Murray-Calloway County Airport 	Murray; Kentucky; United States
CEZ 	KCEZ 	Cortez Municipal Airport 	Cortez; Colorado; United States
-CF-
CFB 	SBCB 	Cabo Frio International Airport 	Cabo Frio; Rio de Janeiro; Brazil
CFD 	KCFD 	Coulter Field 	Bryan; Texas; United States
CFE 	LFLC 	Clermont-Ferrand Auvergne Airport 	Clermont-Ferrand; France
